,Date,All property types,City,index1,Month,Year,Yearly GDP
4,August 2004,141916,Newcastle upon Tyne,1841,August,2004,1794677
4,September 2004,141513,Newcastle upon Tyne,1842,September,2004,1794677
4,October 2004,140999,Newcastle upon Tyne,1843,October,2004,1794677
4,November 2004,138128,Newcastle upon Tyne,1844,November,2004,1794677
4,December 2004,138850,Newcastle upon Tyne,1845,December,2004,1794677
4,January 2004,94656,Sheffield,2096,January,2004,1794677
4,February 2004,94601,Sheffield,2097,February,2004,1794677
4,March 2004,95828,Sheffield,2098,March,2004,1794677
4,April 2004,97615,Sheffield,2099,April,2004,1794677
4,May 2004,103381,Sheffield,2100,May,2004,1794677
4,June 2004,107678,Sheffield,2101,June,2004,1794677
4,July 2004,112423,Sheffield,2102,July,2004,1794677
4,August 2004,114166,Sheffield,2103,August,2004,1794677
4,September 2004,117268,Sheffield,2104,September,2004,1794677
4,October 2004,116726,Sheffield,2105,October,2004,1794677
4,November 2004,116573,Sheffield,2106,November,2004,1794677
4,December 2004,115252,Sheffield,2107,December,2004,1794677
4,January 2004,181878,Brighton and Hove,2560,January,2004,1794677
4,February 2004,181052,Brighton and Hove,2561,February,2004,1794677
4,March 2004,181711,Brighton and Hove,2562,March,2004,1794677
4,April 2004,185217,Brighton and Hove,2563,April,2004,1794677
4,May 2004,189162,Brighton and Hove,2564,May,2004,1794677
4,June 2004,192236,Brighton and Hove,2565,June,2004,1794677
4,July 2004,194530,Brighton and Hove,2566,July,2004,1794677
4,August 2004,198264,Brighton and Hove,2567,August,2004,1794677
4,September 2004,200314,Brighton and Hove,2568,September,2004,1794677
4,October 2004,202403,Brighton and Hove,2569,October,2004,1794677
4,November 2004,200678,Brighton and Hove,2570,November,2004,1794677
4,December 2004,203414,Brighton and Hove,2571,December,2004,1794677
4,January 2004,99322,Leicester,2822,January,2004,1794677
4,February 2004,101755,Leicester,2823,February,2004,1794677
4,March 2004,102157,Leicester,2824,March,2004,1794677
4,April 2004,105538,Leicester,2825,April,2004,1794677
4,May 2004,108389,Leicester,2826,May,2004,1794677
4,June 2004,112186,Leicester,2827,June,2004,1794677
4,July 2004,113908,Leicester,2828,July,2004,1794677
4,August 2004,115858,Leicester,2829,August,2004,1794677
4,September 2004,118124,Leicester,2830,September,2004,1794677
4,October 2004,118884,Leicester,2831,October,2004,1794677
4,November 2004,118661,Leicester,2832,November,2004,1794677
4,December 2004,118499,Leicester,2833,December,2004,1794677
4,January 2004,140164,City of Edinburgh,3036,January,2004,1794677
4,February 2004,139171,City of Edinburgh,3037,February,2004,1794677
4,March 2004,142279,City of Edinburgh,3038,March,2004,1794677
4,April 2004,150103,City of Edinburgh,3039,April,2004,1794677
4,May 2004,159387,City of Edinburgh,3040,May,2004,1794677
4,June 2004,165899,City of Edinburgh,3041,June,2004,1794677
4,July 2004,168120,City of Edinburgh,3042,July,2004,1794677
4,August 2004,168478,City of Edinburgh,3043,August,2004,1794677
4,September 2004,166835,City of Edinburgh,3044,September,2004,1794677
4,October 2004,163368,City of Edinburgh,3045,October,2004,1794677
4,November 2004,159661,City of Edinburgh,3046,November,2004,1794677
4,December 2004,160831,City of Edinburgh,3047,December,2004,1794677
4,January 2004,176120,"Bournemouth,, Christchurch and Poole",3298,January,2004,1794677
4,February 2004,176581,"Bournemouth,, Christchurch and Poole",3299,February,2004,1794677
4,March 2004,177063,"Bournemouth,, Christchurch and Poole",3300,March,2004,1794677
4,April 2004,179565,"Bournemouth,, Christchurch and Poole",3301,April,2004,1794677
4,May 2004,185820,"Bournemouth,, Christchurch and Poole",3302,May,2004,1794677
4,June 2004,189859,"Bournemouth,, Christchurch and Poole",3303,June,2004,1794677
4,July 2004,191547,"Bournemouth,, Christchurch and Poole",3304,July,2004,1794677
4,August 2004,191669,"Bournemouth,, Christchurch and Poole",3305,August,2004,1794677
4,September 2004,193785,"Bournemouth,, Christchurch and Poole",3306,September,2004,1794677
4,October 2004,194819,"Bournemouth,, Christchurch and Poole",3307,October,2004,1794677
4,November 2004,196206,"Bournemouth,, Christchurch and Poole",3308,November,2004,1794677
4,December 2004,194897,"Bournemouth,, Christchurch and Poole",3309,December,2004,1794677
4,January 2004,124107,Cardiff,3560,January,2004,1794677
4,February 2004,126349,Cardiff,3561,February,2004,1794677
4,March 2004,128060,Cardiff,3562,March,2004,1794677
4,April 2004,131130,Cardiff,3563,April,2004,1794677
4,May 2004,134604,Cardiff,3564,May,2004,1794677
4,June 2004,138589,Cardiff,3565,June,2004,1794677
4,July 2004,141286,Cardiff,3566,July,2004,1794677
4,August 2004,144031,Cardiff,3567,August,2004,1794677
4,September 2004,146677,Cardiff,3568,September,2004,1794677
4,October 2004,150374,Cardiff,3569,October,2004,1794677
4,November 2004,152007,Cardiff,3570,November,2004,1794677
4,December 2004,150233,Cardiff,3571,December,2004,1794677
4,January 2004,105184,Coventry,3822,January,2004,1794677
4,February 2004,106763,Coventry,3823,February,2004,1794677
4,March 2004,107975,Coventry,3824,March,2004,1794677
4,April 2004,109324,Coventry,3825,April,2004,1794677
4,May 2004,111584,Coventry,3826,May,2004,1794677
4,June 2004,115178,Coventry,3827,June,2004,1794677
4,July 2004,118143,Coventry,3828,July,2004,1794677
4,August 2004,120532,Coventry,3829,August,2004,1794677
4,September 2004,121791,Coventry,3830,September,2004,1794677
4,October 2004,123417,Coventry,3831,October,2004,1794677
4,November 2004,122881,Coventry,3832,November,2004,1794677
4,December 2004,122944,Coventry,3833,December,2004,1794677
4,January 2004,66932,Middlesbrough,4084,January,2004,1794677
4,February 2004,68842,Middlesbrough,4085,February,2004,1794677
4,March 2004,68748,Middlesbrough,4086,March,2004,1794677
4,April 2004,73946,Middlesbrough,4087,April,2004,1794677
4,May 2004,78645,Middlesbrough,4088,May,2004,1794677
4,June 2004,84697,Middlesbrough,4089,June,2004,1794677
4,July 2004,88552,Middlesbrough,4090,July,2004,1794677
4,August 2004,91641,Middlesbrough,4091,August,2004,1794677
4,September 2004,91817,Middlesbrough,4092,September,2004,1794677
4,October 2004,90179,Middlesbrough,4093,October,2004,1794677
4,November 2004,86509,Middlesbrough,4094,November,2004,1794677
4,December 2004,87197,Middlesbrough,4095,December,2004,1794677
4,January 2004,62995,Stoke on Trent,4346,January,2004,1794677
4,February 2004,64161,Stoke on Trent,4347,February,2004,1794677
4,March 2004,64111,Stoke on Trent,4348,March,2004,1794677
4,April 2004,66254,Stoke on Trent,4349,April,2004,1794677
4,May 2004,69317,Stoke on Trent,4350,May,2004,1794677
4,June 2004,73667,Stoke on Trent,4351,June,2004,1794677
4,July 2004,77085,Stoke on Trent,4352,July,2004,1794677
4,August 2004,78760,Stoke on Trent,4353,August,2004,1794677
4,September 2004,79505,Stoke on Trent,4354,September,2004,1794677
4,October 2004,80653,Stoke on Trent,4355,October,2004,1794677
4,November 2004,81375,Stoke on Trent,4356,November,2004,1794677
4,December 2004,82820,Stoke on Trent,4357,December,2004,1794677
4,January 2004,161621,Reading,4608,January,2004,1794677
4,February 2004,162420,Reading,4609,February,2004,1794677
4,March 2004,163496,Reading,4610,March,2004,1794677
4,April 2004,165431,Reading,4611,April,2004,1794677
4,May 2004,168691,Reading,4612,May,2004,1794677
4,June 2004,171737,Reading,4613,June,2004,1794677
4,July 2004,171989,Reading,4614,July,2004,1794677
4,August 2004,173271,Reading,4615,August,2004,1794677
4,September 2004,175890,Reading,4616,September,2004,1794677
4,October 2004,178279,Reading,4617,October,2004,1794677
4,November 2004,180141,Reading,4618,November,2004,1794677
4,December 2004,178645,Reading,4619,December,2004,1794677
4,January 2004,84265,Sunderland,4870,January,2004,1794677
4,February 2004,84844,Sunderland,4871,February,2004,1794677
4,March 2004,84713,Sunderland,4872,March,2004,1794677
4,April 2004,87626,Sunderland,4873,April,2004,1794677
4,May 2004,92196,Sunderland,4874,May,2004,1794677
4,June 2004,98850,Sunderland,4875,June,2004,1794677
4,July 2004,100513,Sunderland,4876,July,2004,1794677
4,August 2004,102953,Sunderland,4877,August,2004,1794677
4,September 2004,104537,Sunderland,4878,September,2004,1794677
4,October 2004,106499,Sunderland,4879,October,2004,1794677
4,November 2004,107341,Sunderland,4880,November,2004,1794677
4,December 2004,107650,Sunderland,4881,December,2004,1794677
5,January 2005,232422,London,60,January,2005,1841218
5,February 2005,231321,London,61,February,2005,1841218
5,March 2005,231263,London,62,March,2005,1841218
5,April 2005,235367,London,63,April,2005,1841218
5,May 2005,235685,London,64,May,2005,1841218
5,June 2005,235899,London,65,June,2005,1841218
5,July 2005,237872,London,66,July,2005,1841218
5,August 2005,237971,London,67,August,2005,1841218
5,September 2005,236916,London,68,September,2005,1841218
5,October 2005,234298,London,69,October,2005,1841218
5,November 2005,236561,London,70,November,2005,1841218
5,December 2005,238377,London,71,December,2005,1841218
5,January 2005,93079,Manchester,322,January,2005,1841218
5,February 2005,93156,Manchester,323,February,2005,1841218
5,March 2005,93972,Manchester,324,March,2005,1841218
5,April 2005,96994,Manchester,325,April,2005,1841218
5,May 2005,100861,Manchester,326,May,2005,1841218
5,June 2005,104824,Manchester,327,June,2005,1841218
5,July 2005,109262,Manchester,328,July,2005,1841218
5,August 2005,111767,Manchester,329,August,2005,1841218
5,September 2005,111799,Manchester,330,September,2005,1841218
5,October 2005,112531,Manchester,331,October,2005,1841218
5,November 2005,112591,Manchester,332,November,2005,1841218
5,December 2005,114236,Manchester,333,December,2005,1841218
5,January 2005,131870,Birmingham,584,January,2005,1841218
5,February 2005,131457,Birmingham,585,February,2005,1841218
5,March 2005,131510,Birmingham,586,March,2005,1841218
5,April 2005,133285,Birmingham,587,April,2005,1841218
5,May 2005,133470,Birmingham,588,May,2005,1841218
5,June 2005,134086,Birmingham,589,June,2005,1841218
5,July 2005,135146,Birmingham,590,July,2005,1841218
5,August 2005,135782,Birmingham,591,August,2005,1841218
5,September 2005,136560,Birmingham,592,September,2005,1841218
5,October 2005,135485,Birmingham,593,October,2005,1841218
5,November 2005,135793,Birmingham,594,November,2005,1841218
5,December 2005,136578,Birmingham,595,December,2005,1841218
5,January 2005,134452,Leeds,846,January,2005,1841218
5,February 2005,135038,Leeds,847,February,2005,1841218
5,March 2005,136491,Leeds,848,March,2005,1841218
5,April 2005,137048,Leeds,849,April,2005,1841218
5,May 2005,136455,Leeds,850,May,2005,1841218
5,June 2005,136609,Leeds,851,June,2005,1841218
5,July 2005,138643,Leeds,852,July,2005,1841218
5,August 2005,140919,Leeds,853,August,2005,1841218
5,September 2005,142369,Leeds,854,September,2005,1841218
5,October 2005,142627,Leeds,855,October,2005,1841218
5,November 2005,142289,Leeds,856,November,2005,1841218
5,December 2005,141621,Leeds,857,December,2005,1841218
5,January 2005,96182,City of Glasgow,1060,January,2005,1841218
5,February 2005,97130,City of Glasgow,1061,February,2005,1841218
5,March 2005,98352,City of Glasgow,1062,March,2005,1841218
5,April 2005,99790,City of Glasgow,1063,April,2005,1841218
5,May 2005,100852,City of Glasgow,1064,May,2005,1841218
5,June 2005,102969,City of Glasgow,1065,June,2005,1841218
5,July 2005,106158,City of Glasgow,1066,July,2005,1841218
5,August 2005,110075,City of Glasgow,1067,August,2005,1841218
5,September 2005,110706,City of Glasgow,1068,September,2005,1841218
5,October 2005,107870,City of Glasgow,1069,October,2005,1841218
5,November 2005,105843,City of Glasgow,1070,November,2005,1841218
5,December 2005,103963,City of Glasgow,1071,December,2005,1841218
5,January 2005,146907,Southampton,1322,January,2005,1841218
5,February 2005,146636,Southampton,1323,February,2005,1841218
5,March 2005,146109,Southampton,1324,March,2005,1841218
5,April 2005,148140,Southampton,1325,April,2005,1841218
5,May 2005,147524,Southampton,1326,May,2005,1841218
5,June 2005,147787,Southampton,1327,June,2005,1841218
5,July 2005,148062,Southampton,1328,July,2005,1841218
5,August 2005,149896,Southampton,1329,August,2005,1841218
5,September 2005,149816,Southampton,1330,September,2005,1841218
5,October 2005,147716,Southampton,1331,October,2005,1841218
5,November 2005,147656,Southampton,1332,November,2005,1841218
5,December 2005,147306,Southampton,1333,December,2005,1841218
5,January 2005,104866,Liverpool,1584,January,2005,1841218
5,February 2005,102945,Liverpool,1585,February,2005,1841218
5,March 2005,102683,Liverpool,1586,March,2005,1841218
5,April 2005,103801,Liverpool,1587,April,2005,1841218
5,May 2005,106868,Liverpool,1588,May,2005,1841218
5,June 2005,106517,Liverpool,1589,June,2005,1841218
5,July 2005,108602,Liverpool,1590,July,2005,1841218
5,August 2005,109083,Liverpool,1591,August,2005,1841218
5,September 2005,111456,Liverpool,1592,September,2005,1841218
5,October 2005,111782,Liverpool,1593,October,2005,1841218
5,November 2005,113579,Liverpool,1594,November,2005,1841218
5,December 2005,115004,Liverpool,1595,December,2005,1841218
5,January 2005,137358,Newcastle upon Tyne,1846,January,2005,1841218
5,February 2005,137034,Newcastle upon Tyne,1847,February,2005,1841218
5,March 2005,132115,Newcastle upon Tyne,1848,March,2005,1841218
5,April 2005,136638,Newcastle upon Tyne,1849,April,2005,1841218
5,May 2005,137242,Newcastle upon Tyne,1850,May,2005,1841218
5,June 2005,142724,Newcastle upon Tyne,1851,June,2005,1841218
5,July 2005,140832,Newcastle upon Tyne,1852,July,2005,1841218
5,August 2005,145493,Newcastle upon Tyne,1853,August,2005,1841218
5,September 2005,142838,Newcastle upon Tyne,1854,September,2005,1841218
5,October 2005,142122,Newcastle upon Tyne,1855,October,2005,1841218
5,November 2005,140395,Newcastle upon Tyne,1856,November,2005,1841218
5,December 2005,142558,Newcastle upon Tyne,1857,December,2005,1841218
5,January 2005,115147,Sheffield,2108,January,2005,1841218
5,February 2005,115673,Sheffield,2109,February,2005,1841218
5,March 2005,114632,Sheffield,2110,March,2005,1841218
5,April 2005,115880,Sheffield,2111,April,2005,1841218
5,May 2005,116802,Sheffield,2112,May,2005,1841218
5,June 2005,119726,Sheffield,2113,June,2005,1841218
5,July 2005,121402,Sheffield,2114,July,2005,1841218
5,August 2005,123423,Sheffield,2115,August,2005,1841218
5,September 2005,124704,Sheffield,2116,September,2005,1841218
5,October 2005,125197,Sheffield,2117,October,2005,1841218
5,November 2005,123485,Sheffield,2118,November,2005,1841218
5,December 2005,123925,Sheffield,2119,December,2005,1841218
5,January 2005,105517,Belfast,2310,January,2005,1841218
5,February 2005,105517,Belfast,2311,February,2005,1841218
5,March 2005,105517,Belfast,2312,March,2005,1841218
5,April 2005,106309,Belfast,2313,April,2005,1841218
5,May 2005,106309,Belfast,2314,May,2005,1841218
5,June 2005,106309,Belfast,2315,June,2005,1841218
5,July 2005,115847,Belfast,2316,July,2005,1841218
5,August 2005,115847,Belfast,2317,August,2005,1841218
5,September 2005,115847,Belfast,2318,September,2005,1841218
5,October 2005,117024,Belfast,2319,October,2005,1841218
5,November 2005,117024,Belfast,2320,November,2005,1841218
5,December 2005,117024,Belfast,2321,December,2005,1841218
5,January 2005,201619,Brighton and Hove,2572,January,2005,1841218
5,February 2005,201304,Brighton and Hove,2573,February,2005,1841218
5,March 2005,200261,Brighton and Hove,2574,March,2005,1841218
5,April 2005,200963,Brighton and Hove,2575,April,2005,1841218
5,May 2005,204368,Brighton and Hove,2576,May,2005,1841218
5,June 2005,202630,Brighton and Hove,2577,June,2005,1841218
5,July 2005,204520,Brighton and Hove,2578,July,2005,1841218
5,August 2005,203385,Brighton and Hove,2579,August,2005,1841218
5,September 2005,206092,Brighton and Hove,2580,September,2005,1841218
5,October 2005,205528,Brighton and Hove,2581,October,2005,1841218
5,November 2005,204664,Brighton and Hove,2582,November,2005,1841218
5,December 2005,203050,Brighton and Hove,2583,December,2005,1841218
5,January 2005,117243,Leicester,2834,January,2005,1841218
5,February 2005,117798,Leicester,2835,February,2005,1841218
5,March 2005,116127,Leicester,2836,March,2005,1841218
5,April 2005,118283,Leicester,2837,April,2005,1841218
5,May 2005,118735,Leicester,2838,May,2005,1841218
5,June 2005,119755,Leicester,2839,June,2005,1841218
5,July 2005,120625,Leicester,2840,July,2005,1841218
5,August 2005,121998,Leicester,2841,August,2005,1841218
5,September 2005,122312,Leicester,2842,September,2005,1841218
5,October 2005,121165,Leicester,2843,October,2005,1841218
5,November 2005,120383,Leicester,2844,November,2005,1841218
5,December 2005,120835,Leicester,2845,December,2005,1841218
5,January 2005,162810,City of Edinburgh,3048,January,2005,1841218
5,February 2005,162917,City of Edinburgh,3049,February,2005,1841218
5,March 2005,163056,City of Edinburgh,3050,March,2005,1841218
5,April 2005,163822,City of Edinburgh,3051,April,2005,1841218
5,May 2005,168346,City of Edinburgh,3052,May,2005,1841218
5,June 2005,170467,City of Edinburgh,3053,June,2005,1841218
5,July 2005,171380,City of Edinburgh,3054,July,2005,1841218
5,August 2005,173446,City of Edinburgh,3055,August,2005,1841218
5,September 2005,173777,City of Edinburgh,3056,September,2005,1841218
5,October 2005,173432,City of Edinburgh,3057,October,2005,1841218
5,November 2005,171565,City of Edinburgh,3058,November,2005,1841218
5,December 2005,172227,City of Edinburgh,3059,December,2005,1841218
5,January 2005,194519,"Bournemouth,, Christchurch and Poole",3310,January,2005,1841218
5,February 2005,191947,"Bournemouth,, Christchurch and Poole",3311,February,2005,1841218
5,March 2005,191668,"Bournemouth,, Christchurch and Poole",3312,March,2005,1841218
5,April 2005,191785,"Bournemouth,, Christchurch and Poole",3313,April,2005,1841218
5,May 2005,192928,"Bournemouth,, Christchurch and Poole",3314,May,2005,1841218
5,June 2005,192608,"Bournemouth,, Christchurch and Poole",3315,June,2005,1841218
5,July 2005,193331,"Bournemouth,, Christchurch and Poole",3316,July,2005,1841218
5,August 2005,191867,"Bournemouth,, Christchurch and Poole",3317,August,2005,1841218
5,September 2005,190389,"Bournemouth,, Christchurch and Poole",3318,September,2005,1841218
5,October 2005,189819,"Bournemouth,, Christchurch and Poole",3319,October,2005,1841218
5,November 2005,193548,"Bournemouth,, Christchurch and Poole",3320,November,2005,1841218
5,December 2005,196037,"Bournemouth,, Christchurch and Poole",3321,December,2005,1841218
5,January 2005,148949,Cardiff,3572,January,2005,1841218
5,February 2005,148390,Cardiff,3573,February,2005,1841218
5,March 2005,150166,Cardiff,3574,March,2005,1841218
5,April 2005,150306,Cardiff,3575,April,2005,1841218
5,May 2005,150778,Cardiff,3576,May,2005,1841218
5,June 2005,150249,Cardiff,3577,June,2005,1841218
5,July 2005,150904,Cardiff,3578,July,2005,1841218
5,August 2005,151358,Cardiff,3579,August,2005,1841218
5,September 2005,153702,Cardiff,3580,September,2005,1841218
5,October 2005,154019,Cardiff,3581,October,2005,1841218
5,November 2005,155482,Cardiff,3582,November,2005,1841218
5,December 2005,153531,Cardiff,3583,December,2005,1841218
5,January 2005,120999,Coventry,3834,January,2005,1841218
5,February 2005,122113,Coventry,3835,February,2005,1841218
5,March 2005,122125,Coventry,3836,March,2005,1841218
5,April 2005,123493,Coventry,3837,April,2005,1841218
5,May 2005,124925,Coventry,3838,May,2005,1841218
5,June 2005,124009,Coventry,3839,June,2005,1841218
5,July 2005,124852,Coventry,3840,July,2005,1841218
5,August 2005,125549,Coventry,3841,August,2005,1841218
5,September 2005,127492,Coventry,3842,September,2005,1841218
5,October 2005,128526,Coventry,3843,October,2005,1841218
5,November 2005,128204,Coventry,3844,November,2005,1841218
5,December 2005,129170,Coventry,3845,December,2005,1841218
5,January 2005,90017,Middlesbrough,4096,January,2005,1841218
5,February 2005,90235,Middlesbrough,4097,February,2005,1841218
5,March 2005,90354,Middlesbrough,4098,March,2005,1841218
5,April 2005,90702,Middlesbrough,4099,April,2005,1841218
5,May 2005,96749,Middlesbrough,4100,May,2005,1841218
5,June 2005,100545,Middlesbrough,4101,June,2005,1841218
5,July 2005,104176,Middlesbrough,4102,July,2005,1841218
5,August 2005,103633,Middlesbrough,4103,August,2005,1841218
5,September 2005,104748,Middlesbrough,4104,September,2005,1841218
5,October 2005,103261,Middlesbrough,4105,October,2005,1841218
5,November 2005,105475,Middlesbrough,4106,November,2005,1841218
5,December 2005,105965,Middlesbrough,4107,December,2005,1841218
5,January 2005,81777,Stoke on Trent,4358,January,2005,1841218
5,February 2005,82154,Stoke on Trent,4359,February,2005,1841218
5,March 2005,81929,Stoke on Trent,4360,March,2005,1841218
5,April 2005,84444,Stoke on Trent,4361,April,2005,1841218
5,May 2005,85769,Stoke on Trent,4362,May,2005,1841218
5,June 2005,87776,Stoke on Trent,4363,June,2005,1841218
5,July 2005,87888,Stoke on Trent,4364,July,2005,1841218
5,August 2005,88821,Stoke on Trent,4365,August,2005,1841218
5,September 2005,88856,Stoke on Trent,4366,September,2005,1841218
5,October 2005,89422,Stoke on Trent,4367,October,2005,1841218
5,November 2005,90317,Stoke on Trent,4368,November,2005,1841218
5,December 2005,91149,Stoke on Trent,4369,December,2005,1841218
5,January 2005,175400,Reading,4620,January,2005,1841218
5,February 2005,174893,Reading,4621,February,2005,1841218
5,March 2005,174755,Reading,4622,March,2005,1841218
5,April 2005,177526,Reading,4623,April,2005,1841218
5,May 2005,176268,Reading,4624,May,2005,1841218
5,June 2005,178691,Reading,4625,June,2005,1841218
5,July 2005,180970,Reading,4626,July,2005,1841218
5,August 2005,182802,Reading,4627,August,2005,1841218
5,September 2005,181781,Reading,4628,September,2005,1841218
5,October 2005,178498,Reading,4629,October,2005,1841218
5,November 2005,179585,Reading,4630,November,2005,1841218
5,December 2005,179395,Reading,4631,December,2005,1841218
5,January 2005,107305,Sunderland,4882,January,2005,1841218
5,February 2005,106611,Sunderland,4883,February,2005,1841218
5,March 2005,106494,Sunderland,4884,March,2005,1841218
5,April 2005,108800,Sunderland,4885,April,2005,1841218
5,May 2005,109531,Sunderland,4886,May,2005,1841218
5,June 2005,109533,Sunderland,4887,June,2005,1841218
5,July 2005,111058,Sunderland,4888,July,2005,1841218
5,August 2005,114576,Sunderland,4889,August,2005,1841218
5,September 2005,117257,Sunderland,4890,September,2005,1841218
5,October 2005,116975,Sunderland,4891,October,2005,1841218
5,November 2005,114713,Sunderland,4892,November,2005,1841218
5,December 2005,112825,Sunderland,4893,December,2005,1841218
6,January 2006,239846,London,72,January,2006,1888797
6,February 2006,239115,London,73,February,2006,1888797
6,March 2006,241380,London,74,March,2006,1888797
6,April 2006,245474,London,75,April,2006,1888797
6,May 2006,247591,London,76,May,2006,1888797
6,June 2006,251417,London,77,June,2006,1888797
6,July 2006,253883,London,78,July,2006,1888797
6,August 2006,256704,London,79,August,2006,1888797
6,September 2006,257541,London,80,September,2006,1888797
6,October 2006,259115,London,81,October,2006,1888797
6,November 2006,258814,London,82,November,2006,1888797
6,December 2006,264494,London,83,December,2006,1888797
6,January 2006,115012,Manchester,334,January,2006,1888797
6,February 2006,116625,Manchester,335,February,2006,1888797
6,March 2006,116567,Manchester,336,March,2006,1888797
6,April 2006,117816,Manchester,337,April,2006,1888797
6,May 2006,119018,Manchester,338,May,2006,1888797
6,June 2006,121620,Manchester,339,June,2006,1888797
6,July 2006,123448,Manchester,340,July,2006,1888797
6,August 2006,124674,Manchester,341,August,2006,1888797
6,September 2006,127848,Manchester,342,September,2006,1888797
6,October 2006,128802,Manchester,343,October,2006,1888797
6,November 2006,130572,Manchester,344,November,2006,1888797
6,December 2006,129927,Manchester,345,December,2006,1888797
6,January 2006,137296,Birmingham,596,January,2006,1888797
6,February 2006,137465,Birmingham,597,February,2006,1888797
6,March 2006,136110,Birmingham,598,March,2006,1888797
6,April 2006,136862,Birmingham,599,April,2006,1888797
6,May 2006,137937,Birmingham,600,May,2006,1888797
6,June 2006,139521,Birmingham,601,June,2006,1888797
6,July 2006,139616,Birmingham,602,July,2006,1888797
6,August 2006,140253,Birmingham,603,August,2006,1888797
6,September 2006,141191,Birmingham,604,September,2006,1888797
6,October 2006,142298,Birmingham,605,October,2006,1888797
6,November 2006,143113,Birmingham,606,November,2006,1888797
6,December 2006,143063,Birmingham,607,December,2006,1888797
6,January 2006,142452,Leeds,858,January,2006,1888797
6,February 2006,142874,Leeds,859,February,2006,1888797
6,March 2006,144371,Leeds,860,March,2006,1888797
6,April 2006,144763,Leeds,861,April,2006,1888797
6,May 2006,146416,Leeds,862,May,2006,1888797
6,June 2006,146554,Leeds,863,June,2006,1888797
6,July 2006,148264,Leeds,864,July,2006,1888797
6,August 2006,150027,Leeds,865,August,2006,1888797
6,September 2006,151261,Leeds,866,September,2006,1888797
6,October 2006,151489,Leeds,867,October,2006,1888797
6,November 2006,151060,Leeds,868,November,2006,1888797
6,December 2006,153513,Leeds,869,December,2006,1888797
6,January 2006,105442,City of Glasgow,1072,January,2006,1888797
6,February 2006,105818,City of Glasgow,1073,February,2006,1888797
6,March 2006,106078,City of Glasgow,1074,March,2006,1888797
6,April 2006,106100,City of Glasgow,1075,April,2006,1888797
6,May 2006,107886,City of Glasgow,1076,May,2006,1888797
6,June 2006,110263,City of Glasgow,1077,June,2006,1888797
6,July 2006,114150,City of Glasgow,1078,July,2006,1888797
6,August 2006,116908,City of Glasgow,1079,August,2006,1888797
6,September 2006,120320,City of Glasgow,1080,September,2006,1888797
6,October 2006,119793,City of Glasgow,1081,October,2006,1888797
6,November 2006,118970,City of Glasgow,1082,November,2006,1888797
6,December 2006,117265,City of Glasgow,1083,December,2006,1888797
6,January 2006,149308,Southampton,1334,January,2006,1888797
6,February 2006,146758,Southampton,1335,February,2006,1888797
6,March 2006,148513,Southampton,1336,March,2006,1888797
6,April 2006,148999,Southampton,1337,April,2006,1888797
6,May 2006,150385,Southampton,1338,May,2006,1888797
6,June 2006,151047,Southampton,1339,June,2006,1888797
6,July 2006,151138,Southampton,1340,July,2006,1888797
6,August 2006,152122,Southampton,1341,August,2006,1888797
6,September 2006,152839,Southampton,1342,September,2006,1888797
6,October 2006,152890,Southampton,1343,October,2006,1888797
6,November 2006,154194,Southampton,1344,November,2006,1888797
6,December 2006,154687,Southampton,1345,December,2006,1888797
6,January 2006,116245,Liverpool,1596,January,2006,1888797
6,February 2006,117338,Liverpool,1597,February,2006,1888797
6,March 2006,115545,Liverpool,1598,March,2006,1888797
6,April 2006,118019,Liverpool,1599,April,2006,1888797
6,May 2006,118257,Liverpool,1600,May,2006,1888797
6,June 2006,120771,Liverpool,1601,June,2006,1888797
6,July 2006,119677,Liverpool,1602,July,2006,1888797
6,August 2006,119861,Liverpool,1603,August,2006,1888797
6,September 2006,119617,Liverpool,1604,September,2006,1888797
6,October 2006,119984,Liverpool,1605,October,2006,1888797
6,November 2006,121616,Liverpool,1606,November,2006,1888797
6,December 2006,123240,Liverpool,1607,December,2006,1888797
6,January 2006,144031,Newcastle upon Tyne,1858,January,2006,1888797
6,February 2006,142755,Newcastle upon Tyne,1859,February,2006,1888797
6,March 2006,145161,Newcastle upon Tyne,1860,March,2006,1888797
6,April 2006,146974,Newcastle upon Tyne,1861,April,2006,1888797
6,May 2006,148769,Newcastle upon Tyne,1862,May,2006,1888797
6,June 2006,149774,Newcastle upon Tyne,1863,June,2006,1888797
6,July 2006,152222,Newcastle upon Tyne,1864,July,2006,1888797
6,August 2006,154309,Newcastle upon Tyne,1865,August,2006,1888797
6,September 2006,155905,Newcastle upon Tyne,1866,September,2006,1888797
6,October 2006,156330,Newcastle upon Tyne,1867,October,2006,1888797
6,November 2006,157635,Newcastle upon Tyne,1868,November,2006,1888797
6,December 2006,158933,Newcastle upon Tyne,1869,December,2006,1888797
6,January 2006,122987,Sheffield,2120,January,2006,1888797
6,February 2006,125506,Sheffield,2121,February,2006,1888797
6,March 2006,124946,Sheffield,2122,March,2006,1888797
6,April 2006,127677,Sheffield,2123,April,2006,1888797
6,May 2006,127971,Sheffield,2124,May,2006,1888797
6,June 2006,129519,Sheffield,2125,June,2006,1888797
6,July 2006,131484,Sheffield,2126,July,2006,1888797
6,August 2006,133683,Sheffield,2127,August,2006,1888797
6,September 2006,135814,Sheffield,2128,September,2006,1888797
6,October 2006,136701,Sheffield,2129,October,2006,1888797
