,0,1,Month,Actual year,index1,Year,Date,All property types,City,Yearly GDP
4,November,2004,November,2004,2106,2004,November 2004,116573,Sheffield,1794677
4,December,2004,December,2004,2107,2004,December 2004,115252,Sheffield,1794677
4,January,2004,January,2004,2560,2004,January 2004,181878,Brighton and Hove,1794677
4,February,2004,February,2004,2561,2004,February 2004,181052,Brighton and Hove,1794677
4,March,2004,March,2004,2562,2004,March 2004,181711,Brighton and Hove,1794677
4,April,2004,April,2004,2563,2004,April 2004,185217,Brighton and Hove,1794677
4,May,2004,May,2004,2564,2004,May 2004,189162,Brighton and Hove,1794677
4,June,2004,June,2004,2565,2004,June 2004,192236,Brighton and Hove,1794677
4,July,2004,July,2004,2566,2004,July 2004,194530,Brighton and Hove,1794677
4,August,2004,August,2004,2567,2004,August 2004,198264,Brighton and Hove,1794677
4,September,2004,September,2004,2568,2004,September 2004,200314,Brighton and Hove,1794677
4,October,2004,October,2004,2569,2004,October 2004,202403,Brighton and Hove,1794677
4,November,2004,November,2004,2570,2004,November 2004,200678,Brighton and Hove,1794677
4,December,2004,December,2004,2571,2004,December 2004,203414,Brighton and Hove,1794677
4,January,2004,January,2004,2822,2004,January 2004,99322,Leicester,1794677
4,February,2004,February,2004,2823,2004,February 2004,101755,Leicester,1794677
4,March,2004,March,2004,2824,2004,March 2004,102157,Leicester,1794677
4,April,2004,April,2004,2825,2004,April 2004,105538,Leicester,1794677
4,May,2004,May,2004,2826,2004,May 2004,108389,Leicester,1794677
4,June,2004,June,2004,2827,2004,June 2004,112186,Leicester,1794677
4,July,2004,July,2004,2828,2004,July 2004,113908,Leicester,1794677
4,August,2004,August,2004,2829,2004,August 2004,115858,Leicester,1794677
4,September,2004,September,2004,2830,2004,September 2004,118124,Leicester,1794677
4,October,2004,October,2004,2831,2004,October 2004,118884,Leicester,1794677
4,November,2004,November,2004,2832,2004,November 2004,118661,Leicester,1794677
4,December,2004,December,2004,2833,2004,December 2004,118499,Leicester,1794677
4,January,2004,January,2004,3036,2004,January 2004,140164,City of Edinburgh,1794677
4,February,2004,February,2004,3037,2004,February 2004,139171,City of Edinburgh,1794677
4,March,2004,March,2004,3038,2004,March 2004,142279,City of Edinburgh,1794677
4,April,2004,April,2004,3039,2004,April 2004,150103,City of Edinburgh,1794677
4,May,2004,May,2004,3040,2004,May 2004,159387,City of Edinburgh,1794677
4,June,2004,June,2004,3041,2004,June 2004,165899,City of Edinburgh,1794677
4,July,2004,July,2004,3042,2004,July 2004,168120,City of Edinburgh,1794677
4,August,2004,August,2004,3043,2004,August 2004,168478,City of Edinburgh,1794677
4,September,2004,September,2004,3044,2004,September 2004,166835,City of Edinburgh,1794677
4,October,2004,October,2004,3045,2004,October 2004,163368,City of Edinburgh,1794677
4,November,2004,November,2004,3046,2004,November 2004,159661,City of Edinburgh,1794677
4,December,2004,December,2004,3047,2004,December 2004,160831,City of Edinburgh,1794677
4,January,2004,January,2004,3298,2004,January 2004,176120,"Bournemouth, Christchurch and Poole",1794677
4,February,2004,February,2004,3299,2004,February 2004,176581,"Bournemouth, Christchurch and Poole",1794677
4,March,2004,March,2004,3300,2004,March 2004,177063,"Bournemouth, Christchurch and Poole",1794677
4,April,2004,April,2004,3301,2004,April 2004,179565,"Bournemouth, Christchurch and Poole",1794677
4,May,2004,May,2004,3302,2004,May 2004,185820,"Bournemouth, Christchurch and Poole",1794677
4,June,2004,June,2004,3303,2004,June 2004,189859,"Bournemouth, Christchurch and Poole",1794677
4,July,2004,July,2004,3304,2004,July 2004,191547,"Bournemouth, Christchurch and Poole",1794677
4,August,2004,August,2004,3305,2004,August 2004,191669,"Bournemouth, Christchurch and Poole",1794677
4,September,2004,September,2004,3306,2004,September 2004,193785,"Bournemouth, Christchurch and Poole",1794677
4,October,2004,October,2004,3307,2004,October 2004,194819,"Bournemouth, Christchurch and Poole",1794677
4,November,2004,November,2004,3308,2004,November 2004,196206,"Bournemouth, Christchurch and Poole",1794677
4,December,2004,December,2004,3309,2004,December 2004,194897,"Bournemouth, Christchurch and Poole",1794677
4,January,2004,January,2004,3560,2004,January 2004,124107,Cardiff,1794677
4,February,2004,February,2004,3561,2004,February 2004,126349,Cardiff,1794677
4,March,2004,March,2004,3562,2004,March 2004,128060,Cardiff,1794677
4,April,2004,April,2004,3563,2004,April 2004,131130,Cardiff,1794677
4,May,2004,May,2004,3564,2004,May 2004,134604,Cardiff,1794677
4,June,2004,June,2004,3565,2004,June 2004,138589,Cardiff,1794677
4,July,2004,July,2004,3566,2004,July 2004,141286,Cardiff,1794677
4,August,2004,August,2004,3567,2004,August 2004,144031,Cardiff,1794677
4,September,2004,September,2004,3568,2004,September 2004,146677,Cardiff,1794677
4,October,2004,October,2004,3569,2004,October 2004,150374,Cardiff,1794677
4,November,2004,November,2004,3570,2004,November 2004,152007,Cardiff,1794677
4,December,2004,December,2004,3571,2004,December 2004,150233,Cardiff,1794677
4,January,2004,January,2004,3822,2004,January 2004,105184,Coventry,1794677
4,February,2004,February,2004,3823,2004,February 2004,106763,Coventry,1794677
4,March,2004,March,2004,3824,2004,March 2004,107975,Coventry,1794677
4,April,2004,April,2004,3825,2004,April 2004,109324,Coventry,1794677
4,May,2004,May,2004,3826,2004,May 2004,111584,Coventry,1794677
4,June,2004,June,2004,3827,2004,June 2004,115178,Coventry,1794677
4,July,2004,July,2004,3828,2004,July 2004,118143,Coventry,1794677
4,August,2004,August,2004,3829,2004,August 2004,120532,Coventry,1794677
4,September,2004,September,2004,3830,2004,September 2004,121791,Coventry,1794677
4,October,2004,October,2004,3831,2004,October 2004,123417,Coventry,1794677
4,November,2004,November,2004,3832,2004,November 2004,122881,Coventry,1794677
4,December,2004,December,2004,3833,2004,December 2004,122944,Coventry,1794677
4,January,2004,January,2004,4084,2004,January 2004,66932,Middlesbrough,1794677
4,February,2004,February,2004,4085,2004,February 2004,68842,Middlesbrough,1794677
4,March,2004,March,2004,4086,2004,March 2004,68748,Middlesbrough,1794677
4,April,2004,April,2004,4087,2004,April 2004,73946,Middlesbrough,1794677
4,May,2004,May,2004,4088,2004,May 2004,78645,Middlesbrough,1794677
4,June,2004,June,2004,4089,2004,June 2004,84697,Middlesbrough,1794677
4,July,2004,July,2004,4090,2004,July 2004,88552,Middlesbrough,1794677
4,August,2004,August,2004,4091,2004,August 2004,91641,Middlesbrough,1794677
4,September,2004,September,2004,4092,2004,September 2004,91817,Middlesbrough,1794677
4,October,2004,October,2004,4093,2004,October 2004,90179,Middlesbrough,1794677
4,November,2004,November,2004,4094,2004,November 2004,86509,Middlesbrough,1794677
4,December,2004,December,2004,4095,2004,December 2004,87197,Middlesbrough,1794677
4,January,2004,January,2004,4346,2004,January 2004,62995,Stoke on Trent,1794677
4,February,2004,February,2004,4347,2004,February 2004,64161,Stoke on Trent,1794677
4,March,2004,March,2004,4348,2004,March 2004,64111,Stoke on Trent,1794677
4,April,2004,April,2004,4349,2004,April 2004,66254,Stoke on Trent,1794677
4,May,2004,May,2004,4350,2004,May 2004,69317,Stoke on Trent,1794677
4,June,2004,June,2004,4351,2004,June 2004,73667,Stoke on Trent,1794677
4,July,2004,July,2004,4352,2004,July 2004,77085,Stoke on Trent,1794677
4,August,2004,August,2004,4353,2004,August 2004,78760,Stoke on Trent,1794677
4,September,2004,September,2004,4354,2004,September 2004,79505,Stoke on Trent,1794677
4,October,2004,October,2004,4355,2004,October 2004,80653,Stoke on Trent,1794677
4,November,2004,November,2004,4356,2004,November 2004,81375,Stoke on Trent,1794677
4,December,2004,December,2004,4357,2004,December 2004,82820,Stoke on Trent,1794677
4,January,2004,January,2004,4608,2004,January 2004,161621,Reading,1794677
4,February,2004,February,2004,4609,2004,February 2004,162420,Reading,1794677
4,March,2004,March,2004,4610,2004,March 2004,163496,Reading,1794677
4,April,2004,April,2004,4611,2004,April 2004,165431,Reading,1794677
4,May,2004,May,2004,4612,2004,May 2004,168691,Reading,1794677
4,June,2004,June,2004,4613,2004,June 2004,171737,Reading,1794677
4,July,2004,July,2004,4614,2004,July 2004,171989,Reading,1794677
4,August,2004,August,2004,4615,2004,August 2004,173271,Reading,1794677
4,September,2004,September,2004,4616,2004,September 2004,175890,Reading,1794677
4,October,2004,October,2004,4617,2004,October 2004,178279,Reading,1794677
4,November,2004,November,2004,4618,2004,November 2004,180141,Reading,1794677
4,December,2004,December,2004,4619,2004,December 2004,178645,Reading,1794677
4,January,2004,January,2004,4870,2004,January 2004,84265,Sunderland,1794677
4,February,2004,February,2004,4871,2004,February 2004,84844,Sunderland,1794677
4,March,2004,March,2004,4872,2004,March 2004,84713,Sunderland,1794677
4,April,2004,April,2004,4873,2004,April 2004,87626,Sunderland,1794677
4,May,2004,May,2004,4874,2004,May 2004,92196,Sunderland,1794677
4,June,2004,June,2004,4875,2004,June 2004,98850,Sunderland,1794677
4,July,2004,July,2004,4876,2004,July 2004,100513,Sunderland,1794677
4,August,2004,August,2004,4877,2004,August 2004,102953,Sunderland,1794677
4,September,2004,September,2004,4878,2004,September 2004,104537,Sunderland,1794677
4,October,2004,October,2004,4879,2004,October 2004,106499,Sunderland,1794677
4,November,2004,November,2004,4880,2004,November 2004,107341,Sunderland,1794677
4,December,2004,December,2004,4881,2004,December 2004,107650,Sunderland,1794677
5,January,2005,January,2005,60,2005,January 2005,232422,London,1841218
5,February,2005,February,2005,61,2005,February 2005,231321,London,1841218
5,March,2005,March,2005,62,2005,March 2005,231263,London,1841218
5,April,2005,April,2005,63,2005,April 2005,235367,London,1841218
5,May,2005,May,2005,64,2005,May 2005,235685,London,1841218
5,June,2005,June,2005,65,2005,June 2005,235899,London,1841218
5,July,2005,July,2005,66,2005,July 2005,237872,London,1841218
5,August,2005,August,2005,67,2005,August 2005,237971,London,1841218
5,September,2005,September,2005,68,2005,September 2005,236916,London,1841218
5,October,2005,October,2005,69,2005,October 2005,234298,London,1841218
5,November,2005,November,2005,70,2005,November 2005,236561,London,1841218
5,December,2005,December,2005,71,2005,December 2005,238377,London,1841218
5,January,2005,January,2005,322,2005,January 2005,93079,Manchester,1841218
5,February,2005,February,2005,323,2005,February 2005,93156,Manchester,1841218
5,March,2005,March,2005,324,2005,March 2005,93972,Manchester,1841218
5,April,2005,April,2005,325,2005,April 2005,96994,Manchester,1841218
5,May,2005,May,2005,326,2005,May 2005,100861,Manchester,1841218
5,June,2005,June,2005,327,2005,June 2005,104824,Manchester,1841218
5,July,2005,July,2005,328,2005,July 2005,109262,Manchester,1841218
5,August,2005,August,2005,329,2005,August 2005,111767,Manchester,1841218
5,September,2005,September,2005,330,2005,September 2005,111799,Manchester,1841218
5,October,2005,October,2005,331,2005,October 2005,112531,Manchester,1841218
5,November,2005,November,2005,332,2005,November 2005,112591,Manchester,1841218
5,December,2005,December,2005,333,2005,December 2005,114236,Manchester,1841218
5,January,2005,January,2005,584,2005,January 2005,131870,Birmingham,1841218
5,February,2005,February,2005,585,2005,February 2005,131457,Birmingham,1841218
5,March,2005,March,2005,586,2005,March 2005,131510,Birmingham,1841218
5,April,2005,April,2005,587,2005,April 2005,133285,Birmingham,1841218
5,May,2005,May,2005,588,2005,May 2005,133470,Birmingham,1841218
5,June,2005,June,2005,589,2005,June 2005,134086,Birmingham,1841218
5,July,2005,July,2005,590,2005,July 2005,135146,Birmingham,1841218
5,August,2005,August,2005,591,2005,August 2005,135782,Birmingham,1841218
5,September,2005,September,2005,592,2005,September 2005,136560,Birmingham,1841218
5,October,2005,October,2005,593,2005,October 2005,135485,Birmingham,1841218
5,November,2005,November,2005,594,2005,November 2005,135793,Birmingham,1841218
5,December,2005,December,2005,595,2005,December 2005,136578,Birmingham,1841218
5,January,2005,January,2005,846,2005,January 2005,134452,Leeds,1841218
5,February,2005,February,2005,847,2005,February 2005,135038,Leeds,1841218
5,March,2005,March,2005,848,2005,March 2005,136491,Leeds,1841218
5,April,2005,April,2005,849,2005,April 2005,137048,Leeds,1841218
5,May,2005,May,2005,850,2005,May 2005,136455,Leeds,1841218
5,June,2005,June,2005,851,2005,June 2005,136609,Leeds,1841218
5,July,2005,July,2005,852,2005,July 2005,138643,Leeds,1841218
5,August,2005,August,2005,853,2005,August 2005,140919,Leeds,1841218
5,September,2005,September,2005,854,2005,September 2005,142369,Leeds,1841218
5,October,2005,October,2005,855,2005,October 2005,142627,Leeds,1841218
5,November,2005,November,2005,856,2005,November 2005,142289,Leeds,1841218
5,December,2005,December,2005,857,2005,December 2005,141621,Leeds,1841218
5,January,2005,January,2005,1060,2005,January 2005,96182,City of Glasgow,1841218
5,February,2005,February,2005,1061,2005,February 2005,97130,City of Glasgow,1841218
5,March,2005,March,2005,1062,2005,March 2005,98352,City of Glasgow,1841218
5,April,2005,April,2005,1063,2005,April 2005,99790,City of Glasgow,1841218
5,May,2005,May,2005,1064,2005,May 2005,100852,City of Glasgow,1841218
5,June,2005,June,2005,1065,2005,June 2005,102969,City of Glasgow,1841218
5,July,2005,July,2005,1066,2005,July 2005,106158,City of Glasgow,1841218
5,August,2005,August,2005,1067,2005,August 2005,110075,City of Glasgow,1841218
5,September,2005,September,2005,1068,2005,September 2005,110706,City of Glasgow,1841218
5,October,2005,October,2005,1069,2005,October 2005,107870,City of Glasgow,1841218
5,November,2005,November,2005,1070,2005,November 2005,105843,City of Glasgow,1841218
5,December,2005,December,2005,1071,2005,December 2005,103963,City of Glasgow,1841218
5,January,2005,January,2005,1322,2005,January 2005,146907,Southampton,1841218
5,February,2005,February,2005,1323,2005,February 2005,146636,Southampton,1841218
5,March,2005,March,2005,1324,2005,March 2005,146109,Southampton,1841218
5,April,2005,April,2005,1325,2005,April 2005,148140,Southampton,1841218
5,May,2005,May,2005,1326,2005,May 2005,147524,Southampton,1841218
5,June,2005,June,2005,1327,2005,June 2005,147787,Southampton,1841218
5,July,2005,July,2005,1328,2005,July 2005,148062,Southampton,1841218
5,August,2005,August,2005,1329,2005,August 2005,149896,Southampton,1841218
5,September,2005,September,2005,1330,2005,September 2005,149816,Southampton,1841218
5,October,2005,October,2005,1331,2005,October 2005,147716,Southampton,1841218
5,November,2005,November,2005,1332,2005,November 2005,147656,Southampton,1841218
5,December,2005,December,2005,1333,2005,December 2005,147306,Southampton,1841218
5,January,2005,January,2005,1584,2005,January 2005,104866,Liverpool,1841218
5,February,2005,February,2005,1585,2005,February 2005,102945,Liverpool,1841218
5,March,2005,March,2005,1586,2005,March 2005,102683,Liverpool,1841218
5,April,2005,April,2005,1587,2005,April 2005,103801,Liverpool,1841218
5,May,2005,May,2005,1588,2005,May 2005,106868,Liverpool,1841218
5,June,2005,June,2005,1589,2005,June 2005,106517,Liverpool,1841218
5,July,2005,July,2005,1590,2005,July 2005,108602,Liverpool,1841218
5,August,2005,August,2005,1591,2005,August 2005,109083,Liverpool,1841218
5,September,2005,September,2005,1592,2005,September 2005,111456,Liverpool,1841218
5,October,2005,October,2005,1593,2005,October 2005,111782,Liverpool,1841218
5,November,2005,November,2005,1594,2005,November 2005,113579,Liverpool,1841218
5,December,2005,December,2005,1595,2005,December 2005,115004,Liverpool,1841218
5,January,2005,January,2005,1846,2005,January 2005,137358,Newcastle upon Tyne,1841218
5,February,2005,February,2005,1847,2005,February 2005,137034,Newcastle upon Tyne,1841218
5,March,2005,March,2005,1848,2005,March 2005,132115,Newcastle upon Tyne,1841218
5,April,2005,April,2005,1849,2005,April 2005,136638,Newcastle upon Tyne,1841218
5,May,2005,May,2005,1850,2005,May 2005,137242,Newcastle upon Tyne,1841218
5,June,2005,June,2005,1851,2005,June 2005,142724,Newcastle upon Tyne,1841218
5,July,2005,July,2005,1852,2005,July 2005,140832,Newcastle upon Tyne,1841218
5,August,2005,August,2005,1853,2005,August 2005,145493,Newcastle upon Tyne,1841218
5,September,2005,September,2005,1854,2005,September 2005,142838,Newcastle upon Tyne,1841218
5,October,2005,October,2005,1855,2005,October 2005,142122,Newcastle upon Tyne,1841218
5,November,2005,November,2005,1856,2005,November 2005,140395,Newcastle upon Tyne,1841218
5,December,2005,December,2005,1857,2005,December 2005,142558,Newcastle upon Tyne,1841218
5,January,2005,January,2005,2108,2005,January 2005,115147,Sheffield,1841218
5,February,2005,February,2005,2109,2005,February 2005,115673,Sheffield,1841218
5,March,2005,March,2005,2110,2005,March 2005,114632,Sheffield,1841218
5,April,2005,April,2005,2111,2005,April 2005,115880,Sheffield,1841218
5,May,2005,May,2005,2112,2005,May 2005,116802,Sheffield,1841218
5,June,2005,June,2005,2113,2005,June 2005,119726,Sheffield,1841218
5,July,2005,July,2005,2114,2005,July 2005,121402,Sheffield,1841218
5,August,2005,August,2005,2115,2005,August 2005,123423,Sheffield,1841218
5,September,2005,September,2005,2116,2005,September 2005,124704,Sheffield,1841218
5,October,2005,October,2005,2117,2005,October 2005,125197,Sheffield,1841218
5,November,2005,November,2005,2118,2005,November 2005,123485,Sheffield,1841218
5,December,2005,December,2005,2119,2005,December 2005,123925,Sheffield,1841218
5,January,2005,January,2005,2310,2005,January 2005,105517,Belfast,1841218
5,February,2005,February,2005,2311,2005,February 2005,105517,Belfast,1841218
5,March,2005,March,2005,2312,2005,March 2005,105517,Belfast,1841218
5,April,2005,April,2005,2313,2005,April 2005,106309,Belfast,1841218
5,May,2005,May,2005,2314,2005,May 2005,106309,Belfast,1841218
5,June,2005,June,2005,2315,2005,June 2005,106309,Belfast,1841218
5,July,2005,July,2005,2316,2005,July 2005,115847,Belfast,1841218
5,August,2005,August,2005,2317,2005,August 2005,115847,Belfast,1841218
5,September,2005,September,2005,2318,2005,September 2005,115847,Belfast,1841218
5,October,2005,October,2005,2319,2005,October 2005,117024,Belfast,1841218
5,November,2005,November,2005,2320,2005,November 2005,117024,Belfast,1841218
5,December,2005,December,2005,2321,2005,December 2005,117024,Belfast,1841218
5,January,2005,January,2005,2572,2005,January 2005,201619,Brighton and Hove,1841218
5,February,2005,February,2005,2573,2005,February 2005,201304,Brighton and Hove,1841218
5,March,2005,March,2005,2574,2005,March 2005,200261,Brighton and Hove,1841218
5,April,2005,April,2005,2575,2005,April 2005,200963,Brighton and Hove,1841218
5,May,2005,May,2005,2576,2005,May 2005,204368,Brighton and Hove,1841218
5,June,2005,June,2005,2577,2005,June 2005,202630,Brighton and Hove,1841218
5,July,2005,July,2005,2578,2005,July 2005,204520,Brighton and Hove,1841218
5,August,2005,August,2005,2579,2005,August 2005,203385,Brighton and Hove,1841218
5,September,2005,September,2005,2580,2005,September 2005,206092,Brighton and Hove,1841218
5,October,2005,October,2005,2581,2005,October 2005,205528,Brighton and Hove,1841218
5,November,2005,November,2005,2582,2005,November 2005,204664,Brighton and Hove,1841218
5,December,2005,December,2005,2583,2005,December 2005,203050,Brighton and Hove,1841218
5,January,2005,January,2005,2834,2005,January 2005,117243,Leicester,1841218
5,February,2005,February,2005,2835,2005,February 2005,117798,Leicester,1841218
5,March,2005,March,2005,2836,2005,March 2005,116127,Leicester,1841218
5,April,2005,April,2005,2837,2005,April 2005,118283,Leicester,1841218
5,May,2005,May,2005,2838,2005,May 2005,118735,Leicester,1841218
5,June,2005,June,2005,2839,2005,June 2005,119755,Leicester,1841218
5,July,2005,July,2005,2840,2005,July 2005,120625,Leicester,1841218
5,August,2005,August,2005,2841,2005,August 2005,121998,Leicester,1841218
5,September,2005,September,2005,2842,2005,September 2005,122312,Leicester,1841218
5,October,2005,October,2005,2843,2005,October 2005,121165,Leicester,1841218
5,November,2005,November,2005,2844,2005,November 2005,120383,Leicester,1841218
5,December,2005,December,2005,2845,2005,December 2005,120835,Leicester,1841218
5,January,2005,January,2005,3048,2005,January 2005,162810,City of Edinburgh,1841218
5,February,2005,February,2005,3049,2005,February 2005,162917,City of Edinburgh,1841218
5,March,2005,March,2005,3050,2005,March 2005,163056,City of Edinburgh,1841218
5,April,2005,April,2005,3051,2005,April 2005,163822,City of Edinburgh,1841218
5,May,2005,May,2005,3052,2005,May 2005,168346,City of Edinburgh,1841218
5,June,2005,June,2005,3053,2005,June 2005,170467,City of Edinburgh,1841218
5,July,2005,July,2005,3054,2005,July 2005,171380,City of Edinburgh,1841218
5,August,2005,August,2005,3055,2005,August 2005,173446,City of Edinburgh,1841218
5,September,2005,September,2005,3056,2005,September 2005,173777,City of Edinburgh,1841218
5,October,2005,October,2005,3057,2005,October 2005,173432,City of Edinburgh,1841218
5,November,2005,November,2005,3058,2005,November 2005,171565,City of Edinburgh,1841218
5,December,2005,December,2005,3059,2005,December 2005,172227,City of Edinburgh,1841218
5,January,2005,January,2005,3310,2005,January 2005,194519,"Bournemouth, Christchurch and Poole",1841218
5,February,2005,February,2005,3311,2005,February 2005,191947,"Bournemouth, Christchurch and Poole",1841218
5,March,2005,March,2005,3312,2005,March 2005,191668,"Bournemouth, Christchurch and Poole",1841218
5,April,2005,April,2005,3313,2005,April 2005,191785,"Bournemouth, Christchurch and Poole",1841218
5,May,2005,May,2005,3314,2005,May 2005,192928,"Bournemouth, Christchurch and Poole",1841218
5,June,2005,June,2005,3315,2005,June 2005,192608,"Bournemouth, Christchurch and Poole",1841218
5,July,2005,July,2005,3316,2005,July 2005,193331,"Bournemouth, Christchurch and Poole",1841218
5,August,2005,August,2005,3317,2005,August 2005,191867,"Bournemouth, Christchurch and Poole",1841218
5,September,2005,September,2005,3318,2005,September 2005,190389,"Bournemouth, Christchurch and Poole",1841218
5,October,2005,October,2005,3319,2005,October 2005,189819,"Bournemouth, Christchurch and Poole",1841218
5,November,2005,November,2005,3320,2005,November 2005,193548,"Bournemouth, Christchurch and Poole",1841218
5,December,2005,December,2005,3321,2005,December 2005,196037,"Bournemouth, Christchurch and Poole",1841218
5,January,2005,January,2005,3572,2005,January 2005,148949,Cardiff,1841218
5,February,2005,February,2005,3573,2005,February 2005,148390,Cardiff,1841218
5,March,2005,March,2005,3574,2005,March 2005,150166,Cardiff,1841218
5,April,2005,April,2005,3575,2005,April 2005,150306,Cardiff,1841218
5,May,2005,May,2005,3576,2005,May 2005,150778,Cardiff,1841218
5,June,2005,June,2005,3577,2005,June 2005,150249,Cardiff,1841218
5,July,2005,July,2005,3578,2005,July 2005,150904,Cardiff,1841218
5,August,2005,August,2005,3579,2005,August 2005,151358,Cardiff,1841218
5,September,2005,September,2005,3580,2005,September 2005,153702,Cardiff,1841218
5,October,2005,October,2005,3581,2005,October 2005,154019,Cardiff,1841218
5,November,2005,November,2005,3582,2005,November 2005,155482,Cardiff,1841218
5,December,2005,December,2005,3583,2005,December 2005,153531,Cardiff,1841218
5,January,2005,January,2005,3834,2005,January 2005,120999,Coventry,1841218
5,February,2005,February,2005,3835,2005,February 2005,122113,Coventry,1841218
5,March,2005,March,2005,3836,2005,March 2005,122125,Coventry,1841218
5,April,2005,April,2005,3837,2005,April 2005,123493,Coventry,1841218
5,May,2005,May,2005,3838,2005,May 2005,124925,Coventry,1841218
5,June,2005,June,2005,3839,2005,June 2005,124009,Coventry,1841218
5,July,2005,July,2005,3840,2005,July 2005,124852,Coventry,1841218
5,August,2005,August,2005,3841,2005,August 2005,125549,Coventry,1841218
5,September,2005,September,2005,3842,2005,September 2005,127492,Coventry,1841218
5,October,2005,October,2005,3843,2005,October 2005,128526,Coventry,1841218
5,November,2005,November,2005,3844,2005,November 2005,128204,Coventry,1841218
5,December,2005,December,2005,3845,2005,December 2005,129170,Coventry,1841218
5,January,2005,January,2005,4096,2005,January 2005,90017,Middlesbrough,1841218
5,February,2005,February,2005,4097,2005,February 2005,90235,Middlesbrough,1841218
5,March,2005,March,2005,4098,2005,March 2005,90354,Middlesbrough,1841218
5,April,2005,April,2005,4099,2005,April 2005,90702,Middlesbrough,1841218
5,May,2005,May,2005,4100,2005,May 2005,96749,Middlesbrough,1841218
5,June,2005,June,2005,4101,2005,June 2005,100545,Middlesbrough,1841218
5,July,2005,July,2005,4102,2005,July 2005,104176,Middlesbrough,1841218
5,August,2005,August,2005,4103,2005,August 2005,103633,Middlesbrough,1841218
5,September,2005,September,2005,4104,2005,September 2005,104748,Middlesbrough,1841218
5,October,2005,October,2005,4105,2005,October 2005,103261,Middlesbrough,1841218
5,November,2005,November,2005,4106,2005,November 2005,105475,Middlesbrough,1841218
5,December,2005,December,2005,4107,2005,December 2005,105965,Middlesbrough,1841218
5,January,2005,January,2005,4358,2005,January 2005,81777,Stoke on Trent,1841218
5,February,2005,February,2005,4359,2005,February 2005,82154,Stoke on Trent,1841218
5,March,2005,March,2005,4360,2005,March 2005,81929,Stoke on Trent,1841218
5,April,2005,April,2005,4361,2005,April 2005,84444,Stoke on Trent,1841218
5,May,2005,May,2005,4362,2005,May 2005,85769,Stoke on Trent,1841218
5,June,2005,June,2005,4363,2005,June 2005,87776,Stoke on Trent,1841218
5,July,2005,July,2005,4364,2005,July 2005,87888,Stoke on Trent,1841218
5,August,2005,August,2005,4365,2005,August 2005,88821,Stoke on Trent,1841218
5,September,2005,September,2005,4366,2005,September 2005,88856,Stoke on Trent,1841218
5,October,2005,October,2005,4367,2005,October 2005,89422,Stoke on Trent,1841218
5,November,2005,November,2005,4368,2005,November 2005,90317,Stoke on Trent,1841218
5,December,2005,December,2005,4369,2005,December 2005,91149,Stoke on Trent,1841218
5,January,2005,January,2005,4620,2005,January 2005,175400,Reading,1841218
5,February,2005,February,2005,4621,2005,February 2005,174893,Reading,1841218
5,March,2005,March,2005,4622,2005,March 2005,174755,Reading,1841218
5,April,2005,April,2005,4623,2005,April 2005,177526,Reading,1841218
5,May,2005,May,2005,4624,2005,May 2005,176268,Reading,1841218
5,June,2005,June,2005,4625,2005,June 2005,178691,Reading,1841218
5,July,2005,July,2005,4626,2005,July 2005,180970,Reading,1841218
5,August,2005,August,2005,4627,2005,August 2005,182802,Reading,1841218
5,September,2005,September,2005,4628,2005,September 2005,181781,Reading,1841218
5,October,2005,October,2005,4629,2005,October 2005,178498,Reading,1841218
5,November,2005,November,2005,4630,2005,November 2005,179585,Reading,1841218
5,December,2005,December,2005,4631,2005,December 2005,179395,Reading,1841218
5,January,2005,January,2005,4882,2005,January 2005,107305,Sunderland,1841218
5,February,2005,February,2005,4883,2005,February 2005,106611,Sunderland,1841218
5,March,2005,March,2005,4884,2005,March 2005,106494,Sunderland,1841218
5,April,2005,April,2005,4885,2005,April 2005,108800,Sunderland,1841218
5,May,2005,May,2005,4886,2005,May 2005,109531,Sunderland,1841218
5,June,2005,June,2005,4887,2005,June 2005,109533,Sunderland,1841218
5,July,2005,July,2005,4888,2005,July 2005,111058,Sunderland,1841218
5,August,2005,August,2005,4889,2005,August 2005,114576,Sunderland,1841218
5,September,2005,September,2005,4890,2005,September 2005,117257,Sunderland,1841218
5,October,2005,October,2005,4891,2005,October 2005,116975,Sunderland,1841218
5,November,2005,November,2005,4892,2005,November 2005,114713,Sunderland,1841218
5,December,2005,December,2005,4893,2005,December 2005,112825,Sunderland,1841218
6,January,2006,January,2006,72,2006,January 2006,239846,London,1888797
6,February,2006,February,2006,73,2006,February 2006,239115,London,1888797
6,March,2006,March,2006,74,2006,March 2006,241380,London,1888797
6,April,2006,April,2006,75,2006,April 2006,245474,London,1888797
6,May,2006,May,2006,76,2006,May 2006,247591,London,1888797
6,June,2006,June,2006,77,2006,June 2006,251417,London,1888797
6,July,2006,July,2006,78,2006,July 2006,253883,London,1888797
6,August,2006,August,2006,79,2006,August 2006,256704,London,1888797
6,September,2006,September,2006,80,2006,September 2006,257541,London,1888797
6,October,2006,October,2006,81,2006,October 2006,259115,London,1888797
6,November,2006,November,2006,82,2006,November 2006,258814,London,1888797
6,December,2006,December,2006,83,2006,December 2006,264494,London,1888797
6,January,2006,January,2006,334,2006,January 2006,115012,Manchester,1888797
6,February,2006,February,2006,335,2006,February 2006,116625,Manchester,1888797
6,March,2006,March,2006,336,2006,March 2006,116567,Manchester,1888797
6,April,2006,April,2006,337,2006,April 2006,117816,Manchester,1888797
