LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,GDP,TOT,MLN_USD,A,1970,28524.282,E
AUT,GDP,TOT,MLN_USD,A,1971,31502.638,E
AUT,GDP,TOT,MLN_USD,A,1972,34904.601,E
AUT,GDP,TOT,MLN_USD,A,1973,38616.706,E
AUT,GDP,TOT,MLN_USD,A,1974,43751.694,E
AUT,GDP,TOT,MLN_USD,A,1975,47631.052,E
AUT,GDP,TOT,MLN_USD,A,1976,52552.426,E
AUT,GDP,TOT,MLN_USD,A,1977,58653.225,E
AUT,GDP,TOT,MLN_USD,A,1978,62646.55,E
AUT,GDP,TOT,MLN_USD,A,1979,71478.283,E
AUT,GDP,TOT,MLN_USD,A,1980,79284.374,E
AUT,GDP,TOT,MLN_USD,A,1981,86661.176,E
AUT,GDP,TOT,MLN_USD,A,1982,93865.958,E
AUT,GDP,TOT,MLN_USD,A,1983,100442.497,E
AUT,GDP,TOT,MLN_USD,A,1984,104119.538,E
AUT,GDP,TOT,MLN_USD,A,1985,110096.149,E
AUT,GDP,TOT,MLN_USD,A,1986,114898.143,E
AUT,GDP,TOT,MLN_USD,A,1987,119336.908,E
AUT,GDP,TOT,MLN_USD,A,1988,127618.385,E
AUT,GDP,TOT,MLN_USD,A,1989,137776.553,E
AUT,GDP,TOT,MLN_USD,A,1990,149145.39,E
AUT,GDP,TOT,MLN_USD,A,1991,159495.737,E
AUT,GDP,TOT,MLN_USD,A,1992,166545.677,E
AUT,GDP,TOT,MLN_USD,A,1993,171389.776,E
AUT,GDP,TOT,MLN_USD,A,1994,179254.497,E
AUT,GDP,TOT,MLN_USD,A,1995,187895.922,
AUT,GDP,TOT,MLN_USD,A,1996,194997.651,
AUT,GDP,TOT,MLN_USD,A,1997,202530.57,
AUT,GDP,TOT,MLN_USD,A,1998,212772.479,
AUT,GDP,TOT,MLN_USD,A,1999,220639.939,
AUT,GDP,TOT,MLN_USD,A,2000,235450.19,
AUT,GDP,TOT,MLN_USD,A,2001,238981.852,
AUT,GDP,TOT,MLN_USD,A,2002,251984.784,
AUT,GDP,TOT,MLN_USD,A,2003,260788.036,
AUT,GDP,TOT,MLN_USD,A,2004,275769.77,
AUT,GDP,TOT,MLN_USD,A,2005,288086.722,
AUT,GDP,TOT,MLN_USD,A,2006,310998.391,
AUT,GDP,TOT,MLN_USD,A,2007,326699.296,
AUT,GDP,TOT,MLN_USD,A,2008,343812.976,
AUT,GDP,TOT,MLN_USD,A,2009,341644.307,
AUT,GDP,TOT,MLN_USD,A,2010,351610.069,
AUT,GDP,TOT,MLN_USD,A,2011,373031.477,
AUT,GDP,TOT,MLN_USD,A,2012,391635.176,
AUT,GDP,TOT,MLN_USD,A,2013,406370.245,
AUT,GDP,TOT,MLN_USD,A,2014,417059.519,
AUT,GDP,TOT,MLN_USD,A,2015,430975.924,
AUT,GDP,TOT,MLN_USD,A,2016,460282.647,
AUT,GDP,TOT,MLN_USD,A,2017,476590.588,
AUT,GDP,TOT,MLN_USD,A,2018,504436.213,
AUT,GDP,TOT,MLN_USD,A,2019,520729.751,
AUT,GDP,TOT,MLN_USD,A,2020,496232.288,
AUT,GDP,TOT,USD_CAP,A,1970,3820.28559,E
AUT,GDP,TOT,USD_CAP,A,1971,4200.05549,E
AUT,GDP,TOT,USD_CAP,A,1972,4627.093401,E
AUT,GDP,TOT,USD_CAP,A,1973,5090.842355,E
AUT,GDP,TOT,USD_CAP,A,1974,5757.920938,E
AUT,GDP,TOT,USD_CAP,A,1975,6285.003672,E
AUT,GDP,TOT,USD_CAP,A,1976,6946.30262,E
AUT,GDP,TOT,USD_CAP,A,1977,7749.721586,E
AUT,GDP,TOT,USD_CAP,A,1978,8284.054924,E
AUT,GDP,TOT,USD_CAP,A,1979,9468.043277,E
AUT,GDP,TOT,USD_CAP,A,1980,10502.03026,E
AUT,GDP,TOT,USD_CAP,A,1981,11449.92693,E
AUT,GDP,TOT,USD_CAP,A,1982,12392.95259,E
AUT,GDP,TOT,USD_CAP,A,1983,13282.68877,E
AUT,GDP,TOT,USD_CAP,A,1984,13769.81382,E
AUT,GDP,TOT,USD_CAP,A,1985,14553.38822,E
AUT,GDP,TOT,USD_CAP,A,1986,15178.50326,E
AUT,GDP,TOT,USD_CAP,A,1987,15754.9083,E
AUT,GDP,TOT,USD_CAP,A,1988,16824.39702,E
AUT,GDP,TOT,USD_CAP,A,1989,18081.94227,E
AUT,GDP,TOT,USD_CAP,A,1990,19425.41078,E
AUT,GDP,TOT,USD_CAP,A,1991,20567.1153,E
AUT,GDP,TOT,USD_CAP,A,1992,21241.15017,E
AUT,GDP,TOT,USD_CAP,A,1993,21679.45288,E
AUT,GDP,TOT,USD_CAP,A,1994,22587.17634,E
AUT,GDP,TOT,USD_CAP,A,1995,23639.8277,
AUT,GDP,TOT,USD_CAP,A,1996,24500.22105,
AUT,GDP,TOT,USD_CAP,A,1997,25417.86248,
AUT,GDP,TOT,USD_CAP,A,1998,26673.95101,
AUT,GDP,TOT,USD_CAP,A,1999,27606.48424,
AUT,GDP,TOT,USD_CAP,A,2000,29388.78496,
AUT,GDP,TOT,USD_CAP,A,2001,29715.63602,
AUT,GDP,TOT,USD_CAP,A,2002,31178.05144,
AUT,GDP,TOT,USD_CAP,A,2003,32123.69619,
AUT,GDP,TOT,USD_CAP,A,2004,33756.25941,
AUT,GDP,TOT,USD_CAP,A,2005,35024.55748,
AUT,GDP,TOT,USD_CAP,A,2006,37614.94276,
AUT,GDP,TOT,USD_CAP,A,2007,39384.18962,
AUT,GDP,TOT,USD_CAP,A,2008,41316.02264,
AUT,GDP,TOT,USD_CAP,A,2009,40957.26232,
AUT,GDP,TOT,USD_CAP,A,2010,42053.24337,
AUT,GDP,TOT,USD_CAP,A,2011,44469.20964,
AUT,GDP,TOT,USD_CAP,A,2012,46477.65508,
AUT,GDP,TOT,USD_CAP,A,2013,47936.67796,
AUT,GDP,TOT,USD_CAP,A,2014,48813.53441,
AUT,GDP,TOT,USD_CAP,A,2015,49942.05629,
AUT,GDP,TOT,USD_CAP,A,2016,52665.08746,
AUT,GDP,TOT,USD_CAP,A,2017,54188.36067,
AUT,GDP,TOT,USD_CAP,A,2018,57077.72533,
AUT,GDP,TOT,USD_CAP,A,2019,58656.34638,
AUT,GDP,TOT,USD_CAP,A,2020,55651.10621,
BEL,GDP,TOT,MLN_USD,A,1970,37219.182,E
BEL,GDP,TOT,MLN_USD,A,1971,40573.533,E
BEL,GDP,TOT,MLN_USD,A,1972,44552.011,E
BEL,GDP,TOT,MLN_USD,A,1973,49870.5,E
BEL,GDP,TOT,MLN_USD,A,1974,56641.035,E
BEL,GDP,TOT,MLN_USD,A,1975,61066.234,E
BEL,GDP,TOT,MLN_USD,A,1976,68068.838,E
BEL,GDP,TOT,MLN_USD,A,1977,72750.884,E
BEL,GDP,TOT,MLN_USD,A,1978,80081.002,E
BEL,GDP,TOT,MLN_USD,A,1979,88755.282,E
BEL,GDP,TOT,MLN_USD,A,1980,101107.507,E
BEL,GDP,TOT,MLN_USD,A,1981,110365.386,E
BEL,GDP,TOT,MLN_USD,A,1982,117881.233,E
BEL,GDP,TOT,MLN_USD,A,1983,122880.374,E
BEL,GDP,TOT,MLN_USD,A,1984,130453.59,E
BEL,GDP,TOT,MLN_USD,A,1985,136802.084,E
BEL,GDP,TOT,MLN_USD,A,1986,142100.93,E
BEL,GDP,TOT,MLN_USD,A,1987,148973.191,E
BEL,GDP,TOT,MLN_USD,A,1988,161512.644,E
BEL,GDP,TOT,MLN_USD,A,1989,173667.294,E
BEL,GDP,TOT,MLN_USD,A,1990,185820.844,E
BEL,GDP,TOT,MLN_USD,A,1991,195626.274,E
BEL,GDP,TOT,MLN_USD,A,1992,203147.02,E
BEL,GDP,TOT,MLN_USD,A,1993,205959.831,E
BEL,GDP,TOT,MLN_USD,A,1994,217146.04,E
BEL,GDP,TOT,MLN_USD,A,1995,226986.213,
BEL,GDP,TOT,MLN_USD,A,1996,230441.688,
BEL,GDP,TOT,MLN_USD,A,1997,241539.914,
BEL,GDP,TOT,MLN_USD,A,1998,248626.188,
BEL,GDP,TOT,MLN_USD,A,1999,260168.781,
BEL,GDP,TOT,MLN_USD,A,2000,284950.464,
BEL,GDP,TOT,MLN_USD,A,2001,296258.682,
BEL,GDP,TOT,MLN_USD,A,2002,312900.475,
BEL,GDP,TOT,MLN_USD,A,2003,320632.747,
BEL,GDP,TOT,MLN_USD,A,2004,333856.905,
BEL,GDP,TOT,MLN_USD,A,2005,347658.439,
BEL,GDP,TOT,MLN_USD,A,2006,371415.055,
BEL,GDP,TOT,MLN_USD,A,2007,390457.716,
BEL,GDP,TOT,MLN_USD,A,2008,405729.43,
BEL,GDP,TOT,MLN_USD,A,2009,407862.461,
BEL,GDP,TOT,MLN_USD,A,2010,434412.544,
BEL,GDP,TOT,MLN_USD,A,2011,451932.625,
BEL,GDP,TOT,MLN_USD,A,2012,469720.336,
BEL,GDP,TOT,MLN_USD,A,2013,487343.796,
BEL,GDP,TOT,MLN_USD,A,2014,503619.623,
BEL,GDP,TOT,MLN_USD,A,2015,520877.807,
BEL,GDP,TOT,MLN_USD,A,2016,550677.566,
BEL,GDP,TOT,MLN_USD,A,2017,573788.528,
BEL,GDP,TOT,MLN_USD,A,2018,601332.098,
BEL,GDP,TOT,MLN_USD,A,2019,630953.518,
BEL,GDP,TOT,MLN_USD,A,2020,608152.822,P
BEL,GDP,TOT,USD_CAP,A,1970,3866.806792,E
BEL,GDP,TOT,USD_CAP,A,1971,4200.047564,E
BEL,GDP,TOT,USD_CAP,A,1972,4594.787001,E
BEL,GDP,TOT,USD_CAP,A,1973,5127.98235,E
BEL,GDP,TOT,USD_CAP,A,1974,5806.281634,E
BEL,GDP,TOT,USD_CAP,A,1975,6242.653992,E
BEL,GDP,TOT,USD_CAP,A,1976,6947.165316,E
BEL,GDP,TOT,USD_CAP,A,1977,7416.703509,E
BEL,GDP,TOT,USD_CAP,A,1978,8157.33979,E
BEL,GDP,TOT,USD_CAP,A,1979,9034.499692,E
BEL,GDP,TOT,USD_CAP,A,1980,10281.39477,E
BEL,GDP,TOT,USD_CAP,A,1981,11214.83531,E
BEL,GDP,TOT,USD_CAP,A,1982,11968.84502,E
BEL,GDP,TOT,USD_CAP,A,1983,12470.10091,E
BEL,GDP,TOT,USD_CAP,A,1984,13237.29983,E
BEL,GDP,TOT,USD_CAP,A,1985,13878.67338,E
BEL,GDP,TOT,USD_CAP,A,1986,14413.32081,E
BEL,GDP,TOT,USD_CAP,A,1987,15093.53504,E
BEL,GDP,TOT,USD_CAP,A,1988,16307.81944,E
BEL,GDP,TOT,USD_CAP,A,1989,17471.55873,E
BEL,GDP,TOT,USD_CAP,A,1990,18641.73796,E
BEL,GDP,TOT,USD_CAP,A,1991,19550.89687,E
BEL,GDP,TOT,USD_CAP,A,1992,20219.66959,E
BEL,GDP,TOT,USD_CAP,A,1993,20420.36796,E
BEL,GDP,TOT,USD_CAP,A,1994,21465.60299,E
BEL,GDP,TOT,USD_CAP,A,1995,22391.85294,
BEL,GDP,TOT,USD_CAP,A,1996,22687.96773,
BEL,GDP,TOT,USD_CAP,A,1997,23724.57661,
BEL,GDP,TOT,USD_CAP,A,1998,24367.9494,
BEL,GDP,TOT,USD_CAP,A,1999,25441.89139,
BEL,GDP,TOT,USD_CAP,A,2000,27797.3333,
BEL,GDP,TOT,USD_CAP,A,2001,28799.32751,
BEL,GDP,TOT,USD_CAP,A,2002,30281.66799,
BEL,GDP,TOT,USD_CAP,A,2003,30901.38272,
BEL,GDP,TOT,USD_CAP,A,2004,32036.93551,
BEL,GDP,TOT,USD_CAP,A,2005,33176.68088,
BEL,GDP,TOT,USD_CAP,A,2006,35211.89373,
BEL,GDP,TOT,USD_CAP,A,2007,36745.50307,
BEL,GDP,TOT,USD_CAP,A,2008,37883.23342,
BEL,GDP,TOT,USD_CAP,A,2009,37779.03488,
BEL,GDP,TOT,USD_CAP,A,2010,39868.99266,
BEL,GDP,TOT,USD_CAP,A,2011,40943.34348,
BEL,GDP,TOT,USD_CAP,A,2012,42290.47767,
BEL,GDP,TOT,USD_CAP,A,2013,43672.71229,
BEL,GDP,TOT,USD_CAP,A,2014,44929.93333,
BEL,GDP,TOT,USD_CAP,A,2015,46201.68589,
BEL,GDP,TOT,USD_CAP,A,2016,48599.20268,
BEL,GDP,TOT,USD_CAP,A,2017,50442.94752,
BEL,GDP,TOT,USD_CAP,A,2018,52623.79438,
BEL,GDP,TOT,USD_CAP,A,2019,54918.05364,
BEL,GDP,TOT,USD_CAP,A,2020,52781.88005,P
CAN,GDP,TOT,MLN_USD,A,1961,44376.883,
CAN,GDP,TOT,MLN_USD,A,1962,48656.247,
CAN,GDP,TOT,MLN_USD,A,1963,52000.483,
CAN,GDP,TOT,MLN_USD,A,1964,56477.8,
CAN,GDP,TOT,MLN_USD,A,1965,61893.966,
CAN,GDP,TOT,MLN_USD,A,1966,68329.4,
CAN,GDP,TOT,MLN_USD,A,1967,72469.718,
CAN,GDP,TOT,MLN_USD,A,1968,80115.42,
CAN,GDP,TOT,MLN_USD,A,1969,88783.769,
CAN,GDP,TOT,MLN_USD,A,1970,99498.995,
CAN,GDP,TOT,MLN_USD,A,1971,108693.37,
CAN,GDP,TOT,MLN_USD,A,1972,119639.463,
CAN,GDP,TOT,MLN_USD,A,1973,134821.968,
CAN,GDP,TOT,MLN_USD,A,1974,151774.749,
CAN,GDP,TOT,MLN_USD,A,1975,168256.284,
CAN,GDP,TOT,MLN_USD,A,1976,187951.588,
CAN,GDP,TOT,MLN_USD,A,1977,206493.267,
CAN,GDP,TOT,MLN_USD,A,1978,229158.872,
CAN,GDP,TOT,MLN_USD,A,1979,257381.303,
CAN,GDP,TOT,MLN_USD,A,1980,286679.746,
CAN,GDP,TOT,MLN_USD,A,1981,324707.915,
CAN,GDP,TOT,MLN_USD,A,1982,333780.398,
CAN,GDP,TOT,MLN_USD,A,1983,355876.659,
CAN,GDP,TOT,MLN_USD,A,1984,390501.086,
CAN,GDP,TOT,MLN_USD,A,1985,421935.112,
CAN,GDP,TOT,MLN_USD,A,1986,439665.103,
CAN,GDP,TOT,MLN_USD,A,1987,468885.928,
CAN,GDP,TOT,MLN_USD,A,1988,506833.394,
CAN,GDP,TOT,MLN_USD,A,1989,538906.579,
CAN,GDP,TOT,MLN_USD,A,1990,560000.309,
CAN,GDP,TOT,MLN_USD,A,1991,566861,
CAN,GDP,TOT,MLN_USD,A,1992,584998.762,
CAN,GDP,TOT,MLN_USD,A,1993,614793.811,
CAN,GDP,TOT,MLN_USD,A,1994,656143.717,
CAN,GDP,TOT,MLN_USD,A,1995,687948.942,
CAN,GDP,TOT,MLN_USD,A,1996,711888.548,
CAN,GDP,TOT,MLN_USD,A,1997,755158.587,
CAN,GDP,TOT,MLN_USD,A,1998,793411.459,
CAN,GDP,TOT,MLN_USD,A,1999,846421.343,
CAN,GDP,TOT,MLN_USD,A,2000,901029.605,
CAN,GDP,TOT,MLN_USD,A,2001,937274.87,
CAN,GDP,TOT,MLN_USD,A,2002,971009.088,
CAN,GDP,TOT,MLN_USD,A,2003,1023165.602,
CAN,GDP,TOT,MLN_USD,A,2004,1083146.524,
CAN,GDP,TOT,MLN_USD,A,2005,1171340.162,
CAN,GDP,TOT,MLN_USD,A,2006,1241194.165,
CAN,GDP,TOT,MLN_USD,A,2007,1300942.608,
CAN,GDP,TOT,MLN_USD,A,2008,1342396.613,
CAN,GDP,TOT,MLN_USD,A,2009,1307953.077,
CAN,GDP,TOT,MLN_USD,A,2010,1364079.668,
CAN,GDP,TOT,MLN_USD,A,2011,1430807.125,
CAN,GDP,TOT,MLN_USD,A,2012,1468094.965,
CAN,GDP,TOT,MLN_USD,A,2013,1554122.745,
CAN,GDP,TOT,MLN_USD,A,2014,1621396.709,
CAN,GDP,TOT,MLN_USD,A,2015,1594850.842,
CAN,GDP,TOT,MLN_USD,A,2016,1678093.396,
CAN,GDP,TOT,MLN_USD,A,2017,1765763.154,
CAN,GDP,TOT,MLN_USD,A,2018,1862154.108,
CAN,GDP,TOT,MLN_USD,A,2019,1904502.917,
CAN,GDP,TOT,MLN_USD,A,2020,1827709.388,
CAN,GDP,TOT,USD_CAP,A,1970,4589.396803,
CAN,GDP,TOT,USD_CAP,A,1971,4949.149039,
CAN,GDP,TOT,USD_CAP,A,1972,5384.686758,
CAN,GDP,TOT,USD_CAP,A,1973,5994.278172,
CAN,GDP,TOT,USD_CAP,A,1974,6654.461387,
CAN,GDP,TOT,USD_CAP,A,1975,7270.201971,
CAN,GDP,TOT,USD_CAP,A,1976,8015.058731,
CAN,GDP,TOT,USD_CAP,A,1977,8703.305805,
CAN,GDP,TOT,USD_CAP,A,1978,9562.948312,
CAN,GDP,TOT,USD_CAP,A,1979,10634.91253,
CAN,GDP,TOT,USD_CAP,A,1980,11693.73635,
CAN,GDP,TOT,USD_CAP,A,1981,13082.55547,
CAN,GDP,TOT,USD_CAP,A,1982,13289.05397,
CAN,GDP,TOT,USD_CAP,A,1983,14029.42252,
CAN,GDP,TOT,USD_CAP,A,1984,15249.74726,
CAN,GDP,TOT,USD_CAP,A,1985,16327.42117,
CAN,GDP,TOT,USD_CAP,A,1986,16845.22681,
CAN,GDP,TOT,USD_CAP,A,1987,17729.53463,
CAN,GDP,TOT,USD_CAP,A,1988,18917.51941,
CAN,GDP,TOT,USD_CAP,A,1989,19756.9713,
CAN,GDP,TOT,USD_CAP,A,1990,20223.08758,
CAN,GDP,TOT,USD_CAP,A,1991,20218.01579,
CAN,GDP,TOT,USD_CAP,A,1992,20619.41133,
CAN,GDP,TOT,USD_CAP,A,1993,21432.76516,
CAN,GDP,TOT,USD_CAP,A,1994,22625.12817,
CAN,GDP,TOT,USD_CAP,A,1995,23477.63429,
CAN,GDP,TOT,USD_CAP,A,1996,24041.98943,
CAN,GDP,TOT,USD_CAP,A,1997,25251.11685,
CAN,GDP,TOT,USD_CAP,A,1998,26310.95696,
CAN,GDP,TOT,USD_CAP,A,1999,27841.62958,
CAN,GDP,TOT,USD_CAP,A,2000,29363.14712,
CAN,GDP,TOT,USD_CAP,A,2001,30214.301,
CAN,GDP,TOT,USD_CAP,A,2002,30963.22201,
CAN,GDP,TOT,USD_CAP,A,2003,32333.60816,
CAN,GDP,TOT,USD_CAP,A,2004,33911.21829,
CAN,GDP,TOT,USD_CAP,A,2005,36327.66206,
CAN,GDP,TOT,USD_CAP,A,2006,38107.13624,
CAN,GDP,TOT,USD_CAP,A,2007,39555.5237,
CAN,GDP,TOT,USD_CAP,A,2008,40376.33017,
CAN,GDP,TOT,USD_CAP,A,2009,38893.72746,
CAN,GDP,TOT,USD_CAP,A,2010,40114.22204,
CAN,GDP,TOT,USD_CAP,A,2011,41666.71885,
CAN,GDP,TOT,USD_CAP,A,2012,42290.87908,
CAN,GDP,TOT,USD_CAP,A,2013,44298.51446,
CAN,GDP,TOT,USD_CAP,A,2014,45753.78294,
CAN,GDP,TOT,USD_CAP,A,2015,44670.05437,
CAN,GDP,TOT,USD_CAP,A,2016,46472.36877,
CAN,GDP,TOT,USD_CAP,A,2017,48316.71653,
CAN,GDP,TOT,USD_CAP,A,2018,50239.98828,
CAN,GDP,TOT,USD_CAP,A,2019,50660.58744,
CAN,GDP,TOT,USD_CAP,A,2020,48090.98651,
CZE,GDP,TOT,MLN_USD,A,1990,131987.382,E
CZE,GDP,TOT,MLN_USD,A,1991,120602.183,E
CZE,GDP,TOT,MLN_USD,A,1992,122725.773,E
CZE,GDP,TOT,MLN_USD,A,1993,125711.264,E
CZE,GDP,TOT,MLN_USD,A,1994,132131.102,E
CZE,GDP,TOT,MLN_USD,A,1995,142784.042,
CZE,GDP,TOT,MLN_USD,A,1996,151155.623,
CZE,GDP,TOT,MLN_USD,A,1997,152702.018,
CZE,GDP,TOT,MLN_USD,A,1998,154180.022,
CZE,GDP,TOT,MLN_USD,A,1999,158333.514,
CZE,GDP,TOT,MLN_USD,A,2000,166568.303,
CZE,GDP,TOT,MLN_USD,A,2001,180105.226,
CZE,GDP,TOT,MLN_USD,A,2002,186119.946,
CZE,GDP,TOT,MLN_USD,A,2003,198965.796,
CZE,GDP,TOT,MLN_USD,A,2004,213269.646,
